primary_id	genus	species	sex	location	sublocation	clade
cichlid6780008	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6780009	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid7050724	Fossorochromis	rostratus	NA	Southwest_arm	Msaka	Benthic
cichlid7050725	Fossorochromis	rostratus	NA	Southwest_arm	Msaka	Benthic
cichlid6979203	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979204	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979205	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979206	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979207	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979208	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979209	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979210	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979211	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979212	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979213	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979214	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979215	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979216	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979217	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979218	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979219	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979220	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979221	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979222	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979223	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979224	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979225	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979226	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979227	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979228	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979229	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979230	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979231	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979232	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979233	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979234	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979235	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979236	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979237	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979238	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979239	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979240	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979241	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979242	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979243	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979244	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979245	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid6979246	Cynotilapia	afra	NA	Cape_Maclear	Otter_point	Mbuna
cichlid7050727	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050728	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050729	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050730	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050731	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050732	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050733	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050734	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichlid7050735	Fossorochromis	rostratus	NA	Southeast_arm	Nkope	Benthic
cichl187579992	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579993	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579994	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579995	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579996	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579997	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579998	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187579999	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580000	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580001	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580002	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580003	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580004	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580005	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580006	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580007	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580008	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580009	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580010	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580011	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580012	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580013	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580014	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580015	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580016	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580017	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580018	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580019	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580020	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580021	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580022	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580023	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580024	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580025	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580026	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580027	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580028	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580029	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580030	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580031	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580032	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580033	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580034	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580035	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580036	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580037	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580038	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580039	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580047	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580048	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580040	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580041	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580042	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580043	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580044	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580045	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580046	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580049	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580050	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580051	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580052	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580053	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580054	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580055	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580056	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580057	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580058	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580059	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580060	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580061	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580062	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580063	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580064	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580065	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580066	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580067	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580068	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580069	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580070	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580071	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580072	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580073	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580074	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580075	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580076	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580077	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580078	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580079	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580080	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580081	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580082	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580083	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580084	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580085	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580086	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580087	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580088	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580089	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580090	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580091	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580092	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580093	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580094	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580095	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580096	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580097	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580098	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580099	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580100	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580101	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580102	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580103	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580104	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580105	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580106	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580107	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580108	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580109	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580110	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580111	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580112	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580113	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580114	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580115	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580116	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580117	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580118	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580119	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580120	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580121	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580122	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580123	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580124	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580125	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580126	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580127	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580128	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580129	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580130	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580131	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580132	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580133	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580134	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580135	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580136	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580137	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580138	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580139	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580140	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580141	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580142	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580143	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580144	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580148	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580145	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580146	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580147	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580149	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580150	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580151	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580152	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580153	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580154	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580155	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580156	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580157	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580158	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580159	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580161	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580160	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580162	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580163	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580164	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580165	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580166	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580167	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580168	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580169	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580170	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580171	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580172	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580173	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580174	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580175	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580176	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580177	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580178	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580179	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580180	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580181	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580182	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580183	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580184	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580185	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580186	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580187	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580188	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580189	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580190	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580191	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580192	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580193	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580194	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580195	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580196	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580197	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580198	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580199	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580200	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580201	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580202	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580203	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580204	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580205	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580206	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580207	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580208	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580209	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580210	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580211	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580212	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580213	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580214	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580215	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580216	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580217	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580218	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580219	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580220	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580221	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580222	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580566	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580567	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580223	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580224	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580225	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580226	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580227	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580228	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580229	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580230	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
cichl187580231	Astatotilapia	calliptera	F	Lake_Masoko	NA	AstCal
ILBCDS5879571	Diplotaxodon	macrops	M	Southeast_arm	NA	Diplo
ILBCDS5879614	Astatotilapia	calliptera	M	Salima	NA	AstCal
ILBCDS5879616	Astatotilapia	calliptera	M	Salima	NA	AstCal
ILBCDS5879617	Aulonocara	stuartgranti	F	Usisya	NA	Deep
ILBCDS5879618	Astatotilapia	calliptera	F	Salima	NA	AstCal
ILBCDS5879615	Aulonocara	stuartgranti	F	Usisya	NA	Deep
ILBCDS5879906	Astatotilapia	calliptera	NA	Enukweni	NA	AstCal
cichlid7050799	Rhamphochromis	Chilingali	NA	NA	NA	Rhampho
cichlid7050800	Rhamphochromis	Chilingali	NA	NA	NA	Rhampho
CMASS6169436	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169456	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580472	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169457	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607981	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580473	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169478	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580474	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607988	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580475	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608052	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169488	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580476	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580477	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608005	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169477	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169463	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169464	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580478	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607991	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169451	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169479	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169484	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169483	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580479	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169490	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608003	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169476	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608031	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169455	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169452	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607990	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580480	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169466	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169467	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580481	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169480	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389764	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169481	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580482	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389763	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389757	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
