primary_id	genus	species	sex	location	sublocation	clade
cichlid6993906	Aulonocara	sp.	M	Nkhata_Bay	Kampango_point	Deep
cichlid6978774	Cynotilapia	afra	M	Nkhata_Bay	Kampango_point	Mbuna
cichlid6978775	Maylandia	zebra	M	Nkhata_Bay	Kampango_point	Mbuna
cichlid6993907	Tramitichromis	sp.	M	Nkhata_Bay	Viking_reef	Deep
CICHM16429637	Maylandia	zebra	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993908	Petrotilapia	microgalana	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993909	Petrotilapia	microgalana	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993910	Pseudotropheus	lucerna	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993911	Petrotilapia	microgalana	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993912	Petrotilapia	c.f. tridentiger	F	Nkhata_Bay	Viking_reef	Mbuna
CICHM16429638	Maylandia	zebra	F	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993913	Petrotilapia	microgalana	F	Nkhata_Bay	Viking_reef	Mbuna
cichlid6978776	Tropheops	deep gold	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993914	Petrotilapia	c.f. tridentiger	F	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993915	Mylochromis	c.f. mollis	NA	Nkhata_Bay	Viking_reef	Benthic
CICHM16429639	Maylandia	zebra	F	Nkhata_Bay	Viking_reef	Mbuna
CICHM16429640	Maylandia	zebra	F	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993916	Protomelas	taeniolatus	F	Nkhata_Bay	Viking_reef	Benthic
cichlid6978777	Tropheops	olive	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993917	Lethrinops	furcifer	F?	Nkhata_Bay	Viking_reef	Deep
cichlid6993918	Tropheops	olive	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993919	Tropheops	olive	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6978778	Chindongo	minutus	M	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993920	Pseudotropheus	interruptus	M	Nkhata_Bay	Viking_reef	Mbuna
CICHM16429721	Diplotaxodon	similis large	NA	Nkhata_Bay	NA	Diplo
cichlid6978779	Diplotaxodon	big eye	NA	Nkhata_Bay	NA	Diplo
cichlid6993921	Diplotaxodon	big eye	NA	Nkhata_Bay	NA	Diplo
cichlid6978780	Diplotaxodon	holochromis	NA	Nkhata_Bay	NA	Diplo
CICHM16429650	Diplotaxodon	limnothrissa	NA	Nkhata_Bay	NA	Diplo
CICHM16429651	Diplotaxodon	limnothrissa	NA	Nkhata_Bay	NA	Diplo
cichlid6978781	Rhamphochromis	sp.	NA	Nkhata_Bay	NA	Rhampho
CICHM16429618	Rhamphochromis	longiceps	M	Nkhata_Bay	NA	Rhampho
cichlid6978782	Copadichromis	quadrimaculatus	NA	Nkhata_Bay	NA	Utaka
CICHM16429685	Tyrannochromis	macrostoma	NA	Nkhata_Bay	Playground_point	Benthic
CICHM16429665	Cyrtocara	moorii	NA	Monkey_Bay	Playground_point	Benthic
cichlid6993922	Melanochromis	loriae	F	Nkhata_Bay	Playground_point	Mbuna
cichlid6993923	Petrotilapia	microgalana	F	Nkhata_Bay	Playground_point	Mbuna
cichlid6993924	Petrotilapia	microgalana	F	Nkhata_Bay	Playground_point	Mbuna
cichlid6978783	Maylandia	aurora	M	Nkhata_Bay	Playground_point	Mbuna
CICHM16429697	Dimidiochromis	kiwinge	M	Nkhata_Bay	NA	Benthic
CICHM16429700	Dimidiochromis	strigatus	F	Nkhata_Bay	NA	Benthic
cichlid6978784	Tropheops	black	NA	Nkhata_Bay	Playground_point	Mbuna
cichlid6993928	Tropheops	black	NA	Nkhata_Bay	Playground_point	Mbuna
CICHM16429569	Petrotilapia	genalutea	M	Nkhata_Bay	NA	Mbuna
cichlid6993929	Protomelas	labridens	F	Nkhata_Bay	NA	Benthic
cichlid6993930	Dimidiochromis	kiwinge	NA	Nkhata_Bay	NA	Benthic
cichlid6993931	Protomelas	kirkii	NA	Nkhata_Bay	NA	Benthic
CICHM16429598	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
CICHM16429736	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
CICHM16429737	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
CICHM16429738	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993932	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993933	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993934	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993935	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993936	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993937	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993938	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993939	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993940	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993941	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993942	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993943	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993944	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993945	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993946	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993947	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
cichlid6993948	Copadichromis	virginalis	NA	Nkhata_Bay	NA	Utaka
CICHM16429617	Rhamphochromis	longiceps	M	Nkhata_Bay	NA	Rhampho
CICHM16429619	Rhamphochromis	longiceps	M	Nkhata_Bay	NA	Rhampho
CICHM16429620	Rhamphochromis	longiceps	M	Nkhata_Bay	NA	Rhampho
cichlid6993949	Petrotilapia	microgalana	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993951	Tropheops	sp.	NA	Nkhata_Bay	Playground_point	Mbuna
cichlid6993952	Tropheops	olive	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993953	Sciaenochromis	sp.	M	Nkhata_Bay	Playground_point	Benthic
cichlid6978787	Rhamphochromis	woodi	M	Nkhata_Bay	NA	Rhampho
CICHM16429682	Tyrannochromis	nigriventer	F	Nkhata_Bay	Playground_point	Benthic
cichlid6978788	Diplotaxodon	holochromis	F	Nkhata_Bay	NA	Diplo
CICHM16429641	Maylandia	zebra	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6978789	Tropheops	mauve	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993954	Tropheops	black	M	Nkhata_Bay	Playground_point	Mbuna
CICHM16429667	Labidochromis	caeruleus	NA	Monkey_Bay	Playground_point	Mbuna
cichlid6978790	Cynotilapia	aurifrons	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993955	Protomelas	spilopterus	M?	Nkhata_Bay	Playground_point	Benthic
cichlid6993956	Otopharynx	brooksi	M	Nkhata_Bay	Playground_point	Benthic
cichlid6993957	Tropheops	red fin	F	Nkhata_Bay	Playground_point	Mbuna
cichlid6993958	Melanochromis	robustus	NA	Nkhata_Bay	Playground_point	Mbuna
cichlid6978863	Pseudotropheus	elegans	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993959	Tropheops	black	M	Nkhata_Bay	Playground_point	Mbuna
CICHM16429674	Labeotropheus	trewavasae	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993960	Tropheops	olive	M	Nkhata_Bay	Playground_point	Mbuna
cichlid6993961	Tropheops	black	F	Nkhata_Bay	Playground_point	Mbuna
CICHM16429642	Maylandia	zebra	F	Nkhata_Bay	Playground_point	Mbuna
cichlid6993962	Petrotilapia	microgalana	F	Nkhata_Bay	Playground_point	Mbuna
CICHM16429643	Maylandia	zebra	F	Nkhata_Bay	Playground_point	Mbuna
CICHM16429722	Rhamphochromis	grey	NA	Nkhata_Bay	NA	Rhampho
CICHM16429621	Rhamphochromis	longiceps	M	Nkhata_Bay	NA	Rhampho
cichlid6993963	Labidochromis	sp.	NA	Nkhata_Bay	Playground_point	Mbuna
cichlid6978864	Chindongo	minutus	NA	Nkhata_Bay	Playground_point	Mbuna
CICHM16429678	Labeotropheus	fuelleborni	NA	Nkhata_Bay	Viking_reef	Mbuna
CICHM16429694	Protomelas	similis	NA	Nkhata_Bay	Viking_reef	Benthic
cichlid6978865	Pseudotropheus	fuscus	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6978866	Tropheops	band	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993964	Tropheops	band	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993965	Tropheops	band	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993966	Tropheops	band	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993967	Tropheops	band	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993968	Tropheops	sp.	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6978867	Tropheops	band	NA	Nkhata_Bay	Viking_reef	Mbuna
cichlid6993969	Aulonocara	sp.	M	Nkhata_Bay	Viking_reef	Deep
cichlid6993970	Aulonocara	sp.	NA	Nkhata_Bay	Viking_reef	Deep
CICHM16429688	Buccochromis	rhoadesii	NA	Chilumba	Chiweta_beach	Benthic
CICHM16429691	Buccochromis	nototaenia	NA	Chilumba	Chiweta_beach	Benthic
cichlid6993971	Hemitaeniochromis	urotaenia	NA	Chilumba	Chiweta_beach	Benthic
cichlid6993972	Otopharynx	speciosus	NA	Chilumba	Chiweta_beach	Benthic
CICHM16429703	Mylochromis	anaphyrmus	NA	Chilumba	Chiweta_beach	Benthic
CICHM16429706	Aulonocara	rostratum	NA	Chilumba	Chiweta_beach	Deep
cichlid6993973	Placidochromis	polli	NA	Chilumba	Chiweta_beach	Benthic
cichlid6993974	Placidochromis	polli	NA	Chilumba	Chiweta_beach	Benthic
cichlid6993975	Placidochromis	polli	M	Chilumba	Chiweta_beach	Benthic
CICHM16429570	Petrotilapia	genalutea	M	Chilumba	Mphanga_rocks	Mbuna
CICHM16429571	Petrotilapia	genalutea	M	Chilumba	Mphanga_rocks	Mbuna
CICHM16429572	Petrotilapia	genalutea	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993976	Petrotilapia	black flanks	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993977	Petrotilapia	ruare	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6978868	Tropheops	orange head	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993978	Tropheops	c.f. "orange head"	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993979	Tropheops	c.f. "orange head"	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993980	Tropheops	c.f. "orange head"	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6978869	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993981	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993982	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993983	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993984	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993985	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993986	Tropheops	c.f. "orange head"	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993988	Tropheops	c.f. "orange head"	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993989	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993990	Tropheops	chilumba	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993991	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993992	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993993	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993994	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993995	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993996	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993997	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6993998	Tropheops	chilumba	NA	Chilumba	Mphanga_rocks	Mbuna
CICHM16429675	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6993999	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994000	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994001	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994002	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994003	Labeotropheus	trewavasae	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6994004	Labeotropheus	trewavasae	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6978870	Labeotropheus	fuelleborni	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6978871	Maylandia	pearly	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994005	Maylandia	pearly	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994006	Maylandia	pearly	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6994007	Maylandia	pearly	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6994008	Maylandia	pearly	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6994009	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
CICHM16429725	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994010	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994011	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994012	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994013	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994014	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994015	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994016	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994017	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994018	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994019	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994020	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994021	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994022	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994023	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994024	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994025	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994026	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994027	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
CICHM16429726	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994028	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994029	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994030	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994031	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994032	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994033	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
cichlid6994034	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks	Mbuna
CICHM16429727	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994035	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994036	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994037	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994038	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994039	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994040	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994041	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks	Mbuna
CICHM16429728	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks	Mbuna
cichlid6994042	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks	Mbuna
cichlid6978872	Copadichromis	borleyi	M	Chilumba	Mphanga_rocks	Utaka
cichlid6994043	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks	Mbuna
cichlid6994044	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6994045	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks	Mbuna
cichlid6978873	Diplotaxodon	argenteus	M?	Chilumba	Chilumba_main_beach	Diplo
CICHM16429622	Rhamphochromis	longiceps	M	Chilumba	Chilumba_main_beach	Rhampho
cichlid6978874	Diplotaxodon	macrops	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994046	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994047	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994048	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994049	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
CICHM16429719	Diplotaxodon	limnothrissa black pelvic	M	Chilumba	Chilumba_main_beach	Diplo
CICHM16429652	Diplotaxodon	limnothrissa	M	Chilumba	Chilumba_main_beach	Diplo
CICHM16429653	Diplotaxodon	limnothrissa	M	Chilumba	Chilumba_main_beach	Diplo
CICHM16429623	Rhamphochromis	longiceps	NA	Chilumba	Chilumba_main_beach	Rhampho
cichlid6994050	Maylandia	fainzilberi	F	Chilumba	Mphanga_rocks	Mbuna
cichlid6994051	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks	Mbuna
CICHM16429654	Diplotaxodon	limnothrissa	F	Chilumba	Chilumba_main_beach	Diplo
CICHM16429655	Diplotaxodon	limnothrissa	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6978875	Diplotaxodon	holochromis	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994052	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994053	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994054	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994055	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994056	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994057	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994058	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994059	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994060	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994061	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
cichlid6994062	Diplotaxodon	macrops black dorsal	M	Chilumba	Chilumba_main_beach	Diplo
CICHM16429604	Protomelas	ornatus	NA	Chilumba	Luwino_reef	Benthic
cichlid6994063	Stigmatochromis	modestus	M	Chilumba	Luwino_reef	Benthic
CICHM16429605	Protomelas	ornatus	M	Chilumba	Luwino_reef	Benthic
cichlid6994064	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994065	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994066	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994067	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994068	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994069	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994070	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
cichlid6994071	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
cichlid6994072	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
CICHM16429679	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994073	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994074	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
CICHM16429676	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994075	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994076	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994077	Labeotropheus	trewavasae	NA	Chilumba	Luwino_reef	Mbuna
cichlid6994078	Labeotropheus	trewavasae	NA	Chilumba	Luwino_reef	Mbuna
cichlid6994079	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef	Mbuna
cichlid6994080	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994081	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994082	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994084	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994085	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994086	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994087	Labeotropheus	trewavasae	F?	Chilumba	Luwino_reef	Mbuna
cichlid6994088	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994089	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994090	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994091	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994092	Labeotropheus	fuelleborni	F?	Chilumba	Luwino_reef	Mbuna
cichlid6994093	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994094	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef	Mbuna
cichlid6994095	Labeotropheus	fuelleborni	NA	Chilumba	Luwino_reef	Mbuna
cichlid6994096	Labeotropheus	fuelleborni	NA	Chilumba	Luwino_reef	Mbuna
cichlid6994097	Labeotropheus	fuelleborni	NA	Chilumba	Luwino_reef	Mbuna
cichlid6994098	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
cichlid6994099	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
cichlid6994100	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
cichlid6994101	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef	Mbuna
CICHM16429573	Petrotilapia	genalutea	M	Chilumba	Luwino_reef	Mbuna
CICHM16429574	Petrotilapia	genalutea	M	Chilumba	Luwino_reef	Mbuna
CICHM16429575	Petrotilapia	genalutea	M	Chilumba	Luwino_reef	Mbuna
CICHM16429729	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994102	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994103	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994104	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994105	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994106	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994107	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994108	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994109	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994110	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994111	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994112	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994113	Maylandia	fainzilberi	F?	Chilumba	Luwino_reef	Mbuna
cichlid6994114	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994115	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994116	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994117	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994118	Maylandia	fainzilberi	M	Chilumba	Luwino_reef	Mbuna
cichlid6994119	Maylandia	fainzilberi	F?	Chilumba	Luwino_reef	Mbuna
CICHM16429746	Petrotilapia	sp.	F	Chilumba	Luwino_reef	Mbuna
cichlid6994120	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef	Mbuna
cichlid6994121	Maylandia	pearly	M	Chilumba	Luwino_reef	Mbuna
cichlid6994122	Maylandia	pearly	M	Chilumba	Luwino_reef	Mbuna
cichlid6994123	Maylandia	pearly	M	Chilumba	Luwino_reef	Mbuna
cichlid6994124	Maylandia	pearly	M	Chilumba	Luwino_reef	Mbuna
cichlid6994125	Maylandia	pearly	M	Chilumba	Luwino_reef	Mbuna
cichlid6994126	Maylandia	pearly	M	Chilumba	Luwino_reef	Mbuna
cichlid6994127	Maylandia	pearly	F	Chilumba	Luwino_reef	Mbuna
cichlid6994128	Maylandia	pearly	F	Chilumba	Luwino_reef	Mbuna
cichlid6994129	Maylandia	pearly	F	Chilumba	Luwino_reef	Mbuna
cichlid6994130	Maylandia	pearly	F	Chilumba	Luwino_reef	Mbuna
cichlid6994131	Maylandia	pearly	F	Chilumba	Luwino_reef	Mbuna
cichlid6994132	Maylandia	pearly	F	Chilumba	Luwino_reef	Mbuna
cichlid6994133	Otopharynx	speciosus	F?	Chilumba	Chiweta_beach	Benthic
cichlid6994134	Otopharynx	speciosus	NA	Chilumba	Chiweta_beach	Benthic
cichlid6994135	Otopharynx	c.f. "decorus"	F	Chilumba	Chiweta_beach	Benthic
cichlid6994136	Otopharynx	c.f. "decorus"	F	Chilumba	Chiweta_beach	Benthic
CICHM16429695	Protomelas	similis	F	Chilumba	Chiweta_beach	Benthic
CICHM16429716	Sciaenochromis	c.f. benthicola	M	Chilumba	Chiweta_beach	Benthic
cichlid6994137	Sciaenochromis	sp.	NA	Chilumba	Chiweta_beach	Benthic
CICHM16429712	Lethrinops	longipinnis	F	Chilumba	Chiweta_beach	Deep
cichlid6994138	Otopharynx	c.f. "decorus"	M	Chilumba	Chiweta_beach	Benthic
cichlid6994139	Tropheops	sp.	M	Chilumba	Chiweta_beach	Mbuna
